LINEID,FG_ITEM_CODE,MACHINEID,SEQ,UPDATE_OUT_TIME,PROGRAMID,REWORK_SEQ,IS_SFG,SFG_ITEM_CODE,ENABLE,OUT_SCAN_REQUIRED,LOT_CREATE,ROUTE_NAME,TMO_PARTCODE,ISAUTOXRAYSAMPLING,SFGQty
2,FXXXSTBJHSIN4213001J,LSR1,26,1,IJL_I2MC_LH_RH,1,1,NULL,1,1,0,ROUTE1,,0,1
